Date/Time(US/Pacific),DO%(%),pH(pH),Salinity(PSU),Water Temp(C)
6/17/2026 1:00,111.6,7.9,29.6,14.9
6/17/2026 2:00,110.6,8,29.9,14.5
6/17/2026 2:00,110.6,8,29.9,14.5
6/17/2026 3:00,92,7.8,29.6,14.9
6/17/2026 3:00,92,7.8,29.6,14.9
6/17/2026 4:00,93.4,7.9,29.5,15.1
6/17/2026 4:00,93.4,7.9,29.5,15.1
6/17/2026 5:00,100.2,7.9,29,15.5
6/17/2026 5:00,100.2,7.9,29,15.5
6/17/2026 6:00,100.1,7.9,28.7,15.7
6/17/2026 6:00,100.1,7.9,28.7,15.7
6/17/2026 7:00,103.1,7.9,29.1,15.5
6/17/2026 7:00,103.1,7.9,29.1,15.5
6/17/2026 8:00,104.1,7.9,27.6,16.4
6/17/2026 8:00,104.1,7.9,27.6,16.4
6/17/2026 9:00,104.7,7.9,25.9,16.7
6/17/2026 10:00,113.7,8,26,17
6/17/2026 11:00,118.7,8,26,17.2
6/17/2026 12:00,119.7,8,27.9,16.5
6/17/2026 13:00,125.5,8,28.8,16.1
6/17/2026 14:00,130,8.1,28.9,16.1
6/17/2026 15:00,124.6,8,29.1,16
6/17/2026 16:00,120.9,8,29.4,15.6
6/17/2026 17:00,126.9,8.1,29.3,15.8
6/17/2026 18:00,124.6,8,29.4,15.7
6/17/2026 19:00,120.1,8,29.2,15.8
6/17/2026 20:00,115.9,8,28.9,16
6/17/2026 21:00,112.9,8,29.1,15.6
6/17/2026 22:00,108.6,7.9,29.9,14.6
6/17/2026 23:00,109.9,8,29,15.6
6/18/2026 0:00,114,8,29.7,14.9
6/18/2026 1:00,112.2,8,30.1,14.3
6/18/2026 2:00,109.2,7.9,29.9,14.5
6/18/2026 3:00,106.3,7.9,30,14.4
6/18/2026 4:00,104.5,7.9,29.7,14.7
6/18/2026 5:00,104.2,7.9,28.9,15.5
6/18/2026 6:00,103.6,7.9,29.2,15.3
6/18/2026 7:00,103.3,7.9,28.3,16.3
6/18/2026 8:00,103.7,7.9,28,16.4
6/18/2026 9:00,111.7,8,27.9,16.6
6/18/2026 10:00,122.4,8,28,16.7
6/18/2026 11:00,120.1,8,26.9,17
6/18/2026 12:00,126.5,8.1,26.6,17.3
6/18/2026 13:00,129.9,8.1,27.6,17
6/18/2026 14:00,130.9,8.1,28.2,16.6
6/18/2026 15:00,134.1,8.1,28.4,16.4
6/18/2026 16:00,131,8.1,28.3,16.4
6/18/2026 17:00,127.2,8.1,28.6,15.9
6/18/2026 18:00,118.4,8,28.5,16.1
6/18/2026 19:00,116.2,8,29.1,15.4
6/18/2026 20:00,114.4,8,28.7,15.7
6/18/2026 21:00,114.1,8,29,15.3
6/18/2026 22:00,111.7,8,29.4,14.7
6/18/2026 23:00,111.3,8,29.1,15.3
6/19/2026 0:00,116.4,8,30,14.1
6/19/2026 1:00,112.9,8,29.5,14.6
6/19/2026 2:00,106.3,7.9,28.7,15.4
6/19/2026 3:00,108,7.9,29.2,15.2
6/19/2026 4:00,98.9,7.9,28.3,15.9
6/19/2026 5:00,102.2,7.9,29.1,15.3
6/19/2026 6:00,91.6,7.8,28.4,15.9
6/19/2026 7:00,107.5,7.9,28.3,16
6/19/2026 8:00,104.4,7.9,27,16.7
6/19/2026 9:00,104.3,7.9,26.3,16.9
6/19/2026 10:00,115.3,8,26.4,17.1
6/19/2026 11:00,116,8,26,17.4
6/19/2026 12:00,113.7,8,24.9,18.3
6/19/2026 13:00,119.5,8,26.1,17.5
6/19/2026 14:00,119.8,8,26.7,17
6/19/2026 15:00,125.7,8,27.8,16.5
6/19/2026 16:00,127.3,8,28,16.5
6/19/2026 17:00,127.1,8,28.2,16.4
6/19/2026 18:00,120.3,8,29.8,14.7
6/19/2026 19:00,117,8,30.5,13.6
6/19/2026 20:00,114.4,8,30.3,13.9
6/19/2026 21:00,116.3,8,30.1,14
6/19/2026 22:00,108.9,8,29.8,14.3
6/19/2026 23:00,107.9,7.9,29.3,14.9
6/20/2026 0:00,111.7,7.9,30,14.2
6/20/2026 1:00,100.7,7.9,31.1,12.2
6/20/2026 2:00,105.7,7.9,29.2,14.9
6/20/2026 3:00,101.1,7.9,29.4,14.6
6/20/2026 4:00,103.8,7.9,29.7,14.3
6/20/2026 5:00,105.6,7.9,27.8,15.7
6/20/2026 6:00,97.9,7.9,28.3,15.3
6/20/2026 7:00,102.3,7.9,27.7,15.9
6/20/2026 8:00,110,7.9,28.2,15.6
6/20/2026 9:00,109.3,8,27,16.6
6/20/2026 10:00,117.6,8,26.7,17
6/20/2026 11:00,122.6,8,27.4,16.6
6/20/2026 12:00,122.8,8,26.2,17.7
6/20/2026 13:00,118.6,8,26.6,17.2
6/20/2026 14:00,123.1,8,26.3,17.7
6/20/2026 15:00,136.8,8.1,26.9,17.4
6/20/2026 16:00,128.7,8,27.6,16.6
6/20/2026 17:00,129.6,8.1,27.4,16.7
6/20/2026 18:00,121.4,8,28,16.1
6/20/2026 19:00,116.3,8,28.7,15.5
6/20/2026 20:00,112.2,8,28.6,15.7
6/20/2026 21:00,110.4,8,27.8,16.4
6/20/2026 22:00,109.1,7.9,28,16.2
6/20/2026 23:00,101,7.9,27.6,16.5
6/21/2026 0:00,108.8,7.9,28.6,15.7
6/21/2026 1:00,108.6,7.9,26.9,17.4
6/21/2026 2:00,110,7.9,28.1,16.3
6/21/2026 3:00,111.6,7.9,27.3,17.2
6/21/2026 4:00,109.7,8,27,17.9
6/21/2026 5:00,103.2,7.9,28.2,16.6
6/21/2026 6:00,93.2,7.9,28.3,16.7
6/21/2026 7:00,102.9,7.9,28.2,17.2
6/21/2026 8:00,100.9,7.9,28.3,17.1
6/21/2026 9:00,109.6,8,28.3,17.2
6/21/2026 10:00,118.2,8,28.3,17.2
6/21/2026 11:00,128.8,8.1,28,17.6
6/21/2026 12:00,133.8,8.1,28.1,17.7
6/21/2026 13:00,133.2,8.1,28.3,17.8
6/21/2026 14:00,131.9,8.1,28.4,17.8
6/21/2026 15:00,131.1,8.1,28.7,17.6
6/21/2026 16:00,132.6,8.1,28.6,17.7
6/21/2026 17:00,129.4,8.1,28.7,17.6
6/21/2026 18:00,125.8,8.1,28.7,17.6
6/21/2026 19:00,118.7,8,28.8,17.3
6/21/2026 20:00,105.1,7.9,28.9,17.1
6/21/2026 21:00,103.4,7.9,29,16.6
6/21/2026 22:00,93.5,7.9,29,16.8
6/21/2026 23:00,107.4,7.9,29,16.5
6/22/2026 0:00,110.6,8,29.1,16.3
6/22/2026 1:00,106.5,7.9,29.1,16.5
6/22/2026 2:00,104.3,7.9,28.7,17.3
6/22/2026 3:00,110.5,8,29.2,16.3
6/22/2026 4:00,114.1,8,29.7,15
6/22/2026 5:00,107.6,7.9,28.1,16.9
6/22/2026 6:00,103,7.9,28,16.9
6/22/2026 7:00,102.1,7.9,28.5,16.4
6/22/2026 8:00,107.8,7.9,28.8,16
6/22/2026 9:00,113.9,8,28.5,16.6
6/22/2026 10:00,117.8,8,27.8,17.3
6/22/2026 11:00,125,8,28.3,16.9
6/22/2026 12:00,133,8.1,27.9,17.4
6/22/2026 13:00,137.8,8.1,28,17.6
6/22/2026 14:00,123,8,27.8,17.6
6/22/2026 15:00,130.2,8.1,27.8,17.8
6/22/2026 16:00,126.6,8.1,28.1,17.3
6/22/2026 17:00,126.4,8.1,28,17.6
6/22/2026 18:00,118.3,8,28,17.5
6/22/2026 19:00,111.2,8,28.1,17.4
6/22/2026 20:00,114.4,8,28.1,16.9
6/22/2026 21:00,98.6,7.9,28,17
6/22/2026 22:00,94,7.9,28.2,16.7
6/22/2026 23:00,97.7,7.9,28.2,16.6
6/23/2026 0:00,96.3,7.9,28.3,16.3
6/23/2026 1:00,93.1,7.9,28.3,16.4
6/23/2026 2:00,101.4,7.9,27.7,17.4
6/23/2026 3:00,89.3,7.8,27.6,17.4
6/23/2026 4:00,103.3,7.9,27.6,17.4
6/23/2026 5:00,98.9,7.9,27.5,17.5
6/23/2026 6:00,103.2,7.9,27.7,17
6/23/2026 7:00,102.5,7.9,27.6,17.1
6/23/2026 8:00,103.5,7.9,27.8,16.8
6/23/2026 9:00,107,7.9,27.7,17
6/23/2026 10:00,112.1,8,27.6,17.1
6/23/2026 11:00,118.2,8,27.5,17.4
6/23/2026 12:00,124.4,8,27.3,17.7
6/23/2026 13:00,129.1,8.1,27.3,17.7
6/23/2026 14:00,133.8,8.1,27.3,17.7
6/23/2026 15:00,127.5,8.1,27,18
6/23/2026 16:00,131.5,8.1,27.1,18
6/23/2026 17:00,132.4,8.1,27.3,17.8
6/23/2026 18:00,126.2,8,28.6,16.9
6/23/2026 19:00,114.6,8,27.6,17.4
6/23/2026 20:00,114.4,8,28,16.9
6/23/2026 21:00,113.8,8,30.2,14.2
6/23/2026 22:00,112.4,8,29.4,15.4
6/23/2026 23:00,106.4,7.9,29,15.8
6/24/2026 0:00,101.5,7.9,28.1,16.6
6/24/2026 1:00,111,8,29.5,15.4
6/24/2026 2:00,102.1,7.9,27.8,16.6
6/24/2026 3:00,108.9,8,28.1,16.6
6/24/2026 4:00,106.4,7.9,28,16.8
6/24/2026 5:00,107.1,7.9,28.1,16.6
6/24/2026 6:00,109.1,8,27.2,17.2
6/24/2026 7:00,109.3,8,27.7,16.5
6/24/2026 8:00,106.2,7.9,27.4,16.8
6/24/2026 9:00,109.6,8,27.3,17.1
6/24/2026 10:00,112.8,8,28.1,16.2
6/24/2026 11:00,122.2,8,28.2,16.4
6/24/2026 12:00,125.7,8,28.9,15.6
6/24/2026 13:00,126.7,8,29.2,15.3
6/24/2026 14:00,127.3,8,29.3,15.2
6/24/2026 15:00,131.7,8.1,29.4,15.2
6/24/2026 16:00,130.2,8,30,14.5
6/24/2026 17:00,129.6,8,29.7,14.9
6/24/2026 18:00,126.1,8,29.6,14.7
6/24/2026 19:00,121.3,8,29.9,14.1
6/24/2026 20:00,119,8,28.6,16.1
6/24/2026 21:00,117.4,8,28.8,15.9
6/24/2026 22:00,113.2,8,29.6,14.6
6/24/2026 23:00,113.3,8,28.9,15.6
6/25/2026 0:00,107.6,7.9,28.2,16.5
6/25/2026 1:00,104.9,7.9,28.2,16.7
6/25/2026 2:00,98.9,7.9,27.7,17.2
6/25/2026 3:00,98.4,7.9,27.2,17.7
6/25/2026 4:00,91.3,7.9,26.8,18
6/25/2026 5:00,93.5,7.9,26.9,18
6/25/2026 6:00,106,8,27.4,18
6/25/2026 7:00,109.9,8,27.9,18
6/25/2026 8:00,105.9,8,28.6,17.2
6/25/2026 9:00,110.1,8,29,16.7
6/25/2026 10:00,105.8,8,28.8,17.1
6/25/2026 11:00,103.6,8,29,16.9
6/25/2026 12:00,109.6,8,28.8,17.1
6/25/2026 13:00,110.1,8,28.4,17.4
6/25/2026 14:00,110.9,8,28.5,17.3
6/25/2026 15:00,115.3,8,27.7,17.8
6/25/2026 16:00,114.6,8,28.2,17.5
6/25/2026 17:00,114.1,8,28.8,16.9
6/25/2026 18:00,113.5,8,28.8,16.9
6/25/2026 19:00,114.3,8,29.1,16.6
6/25/2026 20:00,113.2,8,28.8,17.1
6/25/2026 21:00,107.9,8,28.7,17.2
6/25/2026 22:00,114,8,29.5,15.7
6/25/2026 23:00,100.9,7.9,28.7,17.2
6/26/2026 0:00,90.4,7.9,29.1,16.5
6/26/2026 1:00,106.8,8,29,16.7
6/26/2026 2:00,93.6,7.9,28.4,17.3
6/26/2026 3:00,93.2,7.9,28.6,17.2
6/26/2026 4:00,84.4,7.8,28.3,17.3
6/26/2026 5:00,89.9,7.9,28.4,17.3
6/26/2026 6:00,105.3,8,28,17.4
6/26/2026 7:00,90.1,7.9,28.2,17.3
6/26/2026 8:00,102,7.9,28.3,17.2
6/26/2026 9:00,106.1,8,28.2,17.1
6/26/2026 10:00,108.5,8,28,17.2
6/26/2026 11:00,108.7,8,28.2,17.2
6/26/2026 12:00,108,8,28.2,17.2
6/26/2026 13:00,110.4,8,28.5,16.8
6/26/2026 14:00,110.4,8,28.5,16.2
6/26/2026 15:00,110.1,8,28.6,16
6/26/2026 16:00,106.3,8,29.1,15.4
6/26/2026 17:00,107.8,8,29.4,14.6
6/26/2026 18:00,104.2,7.9,29.9,13.8
6/26/2026 19:00,112.2,8,29.7,14.6
6/26/2026 20:00,115,8,28.7,16.3
6/26/2026 21:00,105.7,8,28.9,15.8
6/26/2026 22:00,106.7,8,29.2,15.2
6/26/2026 23:00,109.5,8,28.7,15.9
6/27/2026 0:00,99.5,7.9,28.8,15.8
6/27/2026 1:00,109.6,8,28.4,16.3
6/27/2026 2:00,99.9,8,28.3,16.4
6/27/2026 3:00,101.9,8,28.4,16.5
6/27/2026 4:00,108.4,8,28.4,16.5
6/27/2026 5:00,98.6,8,28.3,16.5
6/27/2026 6:00,98.6,8,28.4,16.5
6/27/2026 7:00,101.5,8,28.6,16.2
6/27/2026 8:00,105.3,8,28.5,16.4
6/27/2026 9:00,110.1,8,28.7,16.2
6/27/2026 10:00,115.4,8,28.6,16.4
6/27/2026 11:00,120.8,8.1,28.7,16.6
6/27/2026 12:00,126.2,8.1,28.8,16.6
6/27/2026 13:00,124.1,8.1,28.8,16.6
6/27/2026 14:00,122.4,8.1,28.7,16.6
6/27/2026 15:00,118.4,8.1,28.8,16.7
6/27/2026 16:00,120.6,8.1,29,16.4
6/27/2026 17:00,122.6,8.1,28.9,16.4
6/27/2026 18:00,118.9,8,29,16.2
6/27/2026 19:00,118.5,8,28.6,16.5
6/27/2026 20:00,112.7,8,29.1,15.8
6/27/2026 21:00,108.9,8,29.7,14.7
6/27/2026 22:00,108.7,8,29.2,15.5
6/27/2026 23:00,105.9,8,28.5,16.6
6/28/2026 0:00,103.6,7.9,28.2,17
6/28/2026 1:00,103.8,8,28.4,16.7
6/28/2026 2:00,98.8,7.9,28.4,16.7
6/28/2026 3:00,98.6,7.9,28.5,16.6
6/28/2026 4:00,89.5,7.9,28.3,16.7
6/28/2026 5:00,99.3,7.9,28.6,16.2
6/28/2026 6:00,106.8,8,28.3,16.6
6/28/2026 7:00,103.6,8,27.9,16.8
6/28/2026 8:00,105.3,8,28,16.7
6/28/2026 9:00,114.6,8,28.1,16.7
6/28/2026 10:00,115.9,8,27.9,16.8
6/28/2026 11:00,117.3,8,28.2,16.7
6/28/2026 12:00,116.7,8,28.1,16.8
6/28/2026 13:00,120.3,8.1,28.2,16.8
6/28/2026 14:00,123.7,8.1,28.2,16.8
6/28/2026 15:00,125.4,8.1,28,16.9
6/28/2026 16:00,127.7,8.1,27.9,17.1
6/28/2026 17:00,127.9,8.1,28.5,16.5
6/28/2026 18:00,126.9,8.1,28.4,16.5
6/28/2026 19:00,125.3,8.1,28.5,16.5
6/28/2026 20:00,114.3,8,28.8,16
6/28/2026 21:00,115.6,8,28.7,15.7
6/28/2026 22:00,111.1,8,29.5,14.8
6/28/2026 23:00,118.5,8,28.2,16.9
6/29/2026 0:00,117.5,8,28.1,16.8
6/29/2026 1:00,114.1,8,28.9,16
6/29/2026 2:00,112.4,8,28.2,16.6
6/29/2026 3:00,106.2,8,28.4,16.2
6/29/2026 4:00,108.4,8,28.9,15.8
6/29/2026 5:00,104.4,7.9,29.2,15.6
6/29/2026 6:00,107.9,8,28.1,16.7
6/29/2026 7:00,103.2,8,28,16.8
6/29/2026 8:00,113.1,8,28.8,16.4
6/29/2026 9:00,115.1,8,28.9,16.7
6/29/2026 10:00,114.8,8,28.6,16.8
6/29/2026 11:00,115.1,8,29.1,16.6
6/29/2026 12:00,118.5,8,29.1,16.6
6/29/2026 13:00,119.6,8,28.9,16.6
6/29/2026 14:00,122.2,8.1,28.9,16.6
6/29/2026 15:00,122.6,8.1,29.1,16.6
6/29/2026 16:00,126.5,8.1,29.4,16.4
6/29/2026 17:00,125.7,8.1,29.3,16.6
6/29/2026 18:00,120.6,8.1,28.9,16.7
6/29/2026 19:00,117.3,8,29.3,16
6/29/2026 20:00,110.9,8,29.2,15.9
6/29/2026 21:00,117.4,8,29.4,15.4
6/29/2026 22:00,116.4,8,28.9,16.8
6/29/2026 23:00,115.5,8,29.2,17
6/30/2026 0:00,113.7,8,29.6,16.4
6/30/2026 1:00,109,8,29.3,16.3
6/30/2026 2:00,106.6,8,29.7,16
6/30/2026 3:00,108.2,8,29.5,16.3
6/30/2026 4:00,102.5,8,29.7,16.2
6/30/2026 5:00,99.4,7.9,29.7,16.3
6/30/2026 6:00,107.8,8,28.8,16.7
6/30/2026 7:00,104.6,8,29.5,16.7
6/30/2026 8:00,105,8,28.6,16.8
6/30/2026 9:00,109.3,8,29.3,16.8
6/30/2026 10:00,112.9,8,29.4,16.7
6/30/2026 11:00,114.8,8,29.2,16.8
6/30/2026 12:00,118.5,8,29.2,16.9
6/30/2026 13:00,123,8.1,29.2,17
6/30/2026 14:00,126.3,8.1,29.1,17.1
6/30/2026 15:00,126.9,8.1,29.2,17.1
6/30/2026 16:00,124.6,8.1,29.5,16.8
6/30/2026 17:00,122.4,8,29.9,16.1
6/30/2026 18:00,124.3,8.1,29.8,16.4
6/30/2026 19:00,122.7,8.1,29.6,16.6
6/30/2026 20:00,118.3,8,29.2,16.4
6/30/2026 21:00,116.3,8,29.3,16.6
6/30/2026 22:00,114.3,8,28.7,16.9
6/30/2026 23:00,111,8,21.3,17.2
7/1/2026 0:00,110.5,8,25.9,16.6
7/1/2026 1:00,107.3,8,23.1,16.9
7/1/2026 2:00,104.4,8,29.2,17.1
7/1/2026 3:00,108.5,8,29.3,16.9
7/1/2026 4:00,103.9,8,29.9,16.2
7/1/2026 5:00,102.6,8,29.7,16.4
7/1/2026 6:00,102.7,8,29.1,16.6
7/1/2026 7:00,109.4,8,29.7,16.5
7/1/2026 8:00,104.2,8,28.7,16.6
7/1/2026 9:00,111.5,8,29.5,16.4
7/1/2026 10:00,113.3,8,28.9,16.5
7/1/2026 11:00,117.9,8,29.1,16.7
7/1/2026 12:00,123.6,8.1,29.2,16.9
7/1/2026 13:00,126.3,8.1,27.9,17.2
7/1/2026 14:00,123.7,8.1,29.4,16.9
7/1/2026 15:00,126.4,8.1,29.4,17
7/1/2026 16:00,120.7,8,29.8,16.3
7/1/2026 17:00,117.9,8,30.2,15.7
7/1/2026 18:00,125,8.1,30,16.1
7/1/2026 19:00,119,8,30,16.1
7/1/2026 20:00,119.3,8,29.4,16.6
7/1/2026 21:00,111.6,8,29.3,16.8
7/1/2026 22:00,113.8,8,29.3,16.8
7/1/2026 23:00,116.2,8.1,29.1,17.2
7/2/2026 0:00,108.6,8,29.6,16.5
7/2/2026 1:00,108.8,8,29.9,15.9
7/2/2026 2:00,104,8,30,16.1
7/2/2026 3:00,106.5,8,29.6,16.5
7/2/2026 4:00,104,8,29.7,16.4
7/2/2026 5:00,106.2,8,30,15.9
7/2/2026 6:00,103.9,8,29.6,16.4
7/2/2026 7:00,109.9,8,29.5,16.5
7/2/2026 8:00,107.9,8,29.5,16.4
7/2/2026 9:00,112.7,8,29.6,16.3
7/2/2026 10:00,113.6,8,29.8,16.1
7/2/2026 11:00,111.7,8,29.6,16.4
7/2/2026 12:00,111.5,8,29.3,16.5
7/2/2026 13:00,115.8,8,29.1,16.7
7/2/2026 14:00,115.2,8,29.1,16.8
7/2/2026 15:00,118.5,8,29.1,16.8
7/2/2026 16:00,114.5,8,29.4,16.6
7/2/2026 17:00,110.7,8,29.9,16
7/2/2026 18:00,114.3,8,29.4,16.6
7/2/2026 19:00,117.2,8,29.1,16.9
7/2/2026 20:00,115.5,8,29.4,16.6
7/2/2026 21:00,108.3,8,29,16.8
7/2/2026 22:00,105.3,8,28.9,16.8
7/2/2026 23:00,108.4,8,29.2,16.7
7/3/2026 0:00,100.8,8,29.3,16.6
7/3/2026 1:00,105.1,8,29.4,16.5
7/3/2026 2:00,106.1,8,29.9,15.7
7/3/2026 3:00,101.9,7.9,29.8,15.9
7/3/2026 4:00,99.1,7.9,29.8,15.9
7/3/2026 5:00,97.3,7.9,29.2,16.3
7/3/2026 6:00,97.1,8,28.1,16.7
7/3/2026 7:00,103.8,8,28.8,16.5
7/3/2026 8:00,107.2,8,28.4,16.7
7/3/2026 9:00,112.1,8,28.5,16.6
7/3/2026 10:00,108.8,8.1,27.5,17
7/3/2026 11:00,114,8,28.5,16.9
7/3/2026 12:00,116.5,8,28.5,17
7/3/2026 13:00,115.9,8,28.9,16.6
7/3/2026 14:00,111.5,8,29.6,15.9
7/3/2026 15:00,113,8,28.9,16.4
7/3/2026 16:00,113.3,8,28.9,16.4
7/3/2026 17:00,112.1,8,29.4,16.1
7/3/2026 18:00,108.5,8,29.5,15.9
7/3/2026 19:00,111,8,29.3,16.2
7/3/2026 20:00,103.5,8,29.6,15.9
7/3/2026 21:00,107.2,8,29.4,16
7/3/2026 22:00,102.6,8,29,16.4
7/3/2026 23:00,102.9,8,28.3,16.7
7/4/2026 0:00,113,8.1,28.1,16.7
7/4/2026 1:00,111.6,8.1,27.5,16.7
7/4/2026 2:00,106,8,29.2,15.9
7/4/2026 3:00,102.2,7.9,29.4,15.9
7/4/2026 4:00,104.3,8,29.7,15.7
7/4/2026 5:00,101,7.9,29.8,15.6
7/4/2026 6:00,97.6,7.9,29.8,15.6
7/4/2026 7:00,103.4,8,28.4,16.2
7/4/2026 8:00,105.5,8,28.5,16.3
7/4/2026 9:00,109.8,8,29.7,15.7
7/4/2026 10:00,111.7,8,29.5,15.9
7/4/2026 11:00,111.4,8,29.5,15.9
7/4/2026 12:00,108.6,8,29.9,15.5
7/4/2026 13:00,113.5,8.1,28.6,16.6
7/4/2026 14:00,116.9,8,29,16.4
7/4/2026 15:00,124,8.1,29,16.5
7/4/2026 16:00,114.5,8,29.5,16.1
7/4/2026 17:00,119.6,8.1,29.1,16.4
7/4/2026 18:00,108.7,8,30,15.4
7/4/2026 19:00,107.8,8,30.1,15.3
7/4/2026 20:00,107.9,8,30.1,15.3
7/4/2026 21:00,112.1,8,28.9,16.6
7/4/2026 22:00,111.1,8,28.5,16.8
7/4/2026 23:00,102,7.9,29.8,15.4
7/5/2026 0:00,117.2,8.1,28.3,16.5
7/5/2026 1:00,114.2,8.1,28.2,16.5
7/5/2026 2:00,105.4,8,29.1,16
7/5/2026 3:00,100.9,7.9,29.6,15.6
7/5/2026 4:00,103.3,8,29,16
7/5/2026 5:00,102.5,8,29.1,16
7/5/2026 6:00,96.4,8,29.1,16
7/5/2026 7:00,98.1,8,28.5,16.3
7/5/2026 8:00,105,8,28.3,16.3
7/5/2026 9:00,108.6,8.1,28,16.4
7/5/2026 10:00,114.6,8.1,27.8,16.5
7/5/2026 11:00,123.7,8.1,27.9,16.7
7/5/2026 12:00,121.9,8.1,27.9,16.8
7/5/2026 13:00,128.6,8.1,27.9,16.9
7/5/2026 14:00,128.9,8.1,28,16.9
7/5/2026 15:00,138.3,8.2,28,17.1
7/5/2026 16:00,121.8,8.1,28.3,16.8
7/5/2026 17:00,119.7,8.1,28.3,16.7
7/5/2026 18:00,119.3,8.1,28.3,16.7
7/5/2026 19:00,107.8,8,29.2,16
7/5/2026 20:00,112.9,8,29.3,15.9
7/5/2026 21:00,103.8,7.9,29.9,15.4
7/5/2026 22:00,103.9,8,28.7,16.5
7/5/2026 23:00,100.5,8,29,16.2
7/6/2026 0:00,108.6,8,27.7,17
7/6/2026 1:00,108.6,8,29.1,16
7/6/2026 2:00,112.8,8,28.6,16.4
7/6/2026 3:00,103.4,7.9,29.6,15.6
7/6/2026 4:00,103.5,8,29.5,15.6
7/6/2026 5:00,98.2,7.9,29.3,15.8
7/6/2026 6:00,105.2,8,29,16
7/6/2026 7:00,101.4,8,28.9,16.2
7/6/2026 8:00,100.9,8,28.1,16.4
7/6/2026 9:00,101.7,8,27.5,16.7
7/6/2026 10:00,108.3,8.1,27,17.1
7/6/2026 11:00,115.3,8.1,26.7,17.5
7/6/2026 12:00,119.8,8.1,27.5,17.1
7/6/2026 13:00,120.4,8.1,28.1,16.9
7/6/2026 14:00,124.8,8.1,27.4,17.6
7/6/2026 15:00,133.1,8.1,28.5,16.8
7/6/2026 16:00,130.1,8.1,29.2,16.3
7/6/2026 17:00,123.6,8.1,28.8,16.5
7/6/2026 18:00,124.8,8.1,28.5,16.7
7/6/2026 19:00,116.7,8,29.3,16.1
7/6/2026 20:00,115,8,29.9,15.5
7/6/2026 21:00,103.9,7.9,29.9,15.4
7/6/2026 22:00,107.5,8,29.7,15.5
7/6/2026 23:00,105.2,7.9,29.8,15.4
7/7/2026 0:00,105.8,8,29.8,15.5
7/7/2026 1:00,101.5,7.9,30.1,15.2
7/7/2026 2:00,102.1,7.9,30.2,14.9
7/7/2026 3:00,103.4,7.9,29.8,15.4
7/7/2026 4:00,112,8.1,27.1,17.4
7/7/2026 5:00,109.2,8.1,27.7,16.9
7/7/2026 6:00,110.4,8.1,27.7,16.9
7/7/2026 7:00,112.6,8,28.5,16.5
7/7/2026 8:00,101.6,8,28.9,16.2
7/7/2026 9:00,102,7.9,29.6,15.5
7/7/2026 10:00,116.4,8,28.9,16.3
7/7/2026 11:00,119.9,8,29,16.4
7/7/2026 12:00,117.9,8.1,28.5,16.8
7/7/2026 13:00,115.2,8,29,16.1
7/7/2026 14:00,103.2,7.9,30.2,14.9
7/7/2026 15:00,106.7,7.9,30.1,15
7/7/2026 16:00,105.7,7.9,30.4,14.4
7/7/2026 17:00,115.3,8,29.8,15.3
7/7/2026 18:00,104.6,7.9,30.4,14.5
7/7/2026 19:00,93.7,7.8,30.6,14
7/7/2026 20:00,91.4,7.8,30.6,14
7/7/2026 21:00,95.9,7.9,30.3,14.7
7/7/2026 22:00,105.6,7.9,30,15
7/7/2026 23:00,104.8,7.9,29.8,15.4
7/8/2026 0:00,95.7,7.9,30.2,14.8
7/8/2026 1:00,92.8,7.9,30.3,14.7
7/8/2026 3:00,106.2,7.9,28.9,15.7
7/8/2026 4:00,97,7.9,28.1,15
7/8/2026 5:00,96.5,7.9,30.3,14.6
7/8/2026 6:00,93.5,7.9,30.1,14.8
7/8/2026 7:00,102.7,8,29.2,15.7
7/8/2026 8:00,99.1,7.9,28.9,16
7/8/2026 9:00,105.9,8,28.6,16.3
7/15/2026 8:00,97.1,7.8,20.5,17.2
7/15/2026 9:00,107.1,7.8,20.4,17.6
7/15/2026 10:00,120.5,7.8,22.5,16.2
7/15/2026 11:00,124.4,7.8,22.6,16.5
7/15/2026 12:00,127.1,7.8,22.9,16.1
7/15/2026 13:00,124.6,7.8,23.2,15.3
7/15/2026 14:00,116.6,7.7,23.6,14.3
7/15/2026 15:00,125.6,7.8,22.8,15.7
7/15/2026 16:00,127.1,7.8,23.3,15.1
7/15/2026 17:00,126.3,7.8,23.4,14.7
7/15/2026 18:00,128.1,7.8,23.3,15.2
7/15/2026 19:00,120.9,7.8,23.7,14.3
7/15/2026 20:00,121,7.8,23.6,14.4
7/15/2026 21:00,96.7,7.6,24.2,12.9
7/15/2026 22:00,75.9,7.4,24.5,11.5
7/15/2026 23:00,82.6,7.5,24.3,12.4
7/16/2026 0:00,101.5,7.6,23.8,13.7
7/16/2026 1:00,114.9,7.8,21.6,17.2
7/16/2026 2:00,99.9,7.6,24,13.3
7/16/2026 3:00,94.1,7.6,24.1,13
7/16/2026 4:00,95.7,7.6,23.9,13.6
7/16/2026 5:00,103.7,7.7,22.8,15.5
7/16/2026 6:00,101.4,7.7,22,16.7
7/16/2026 7:00,100.9,7.7,21.3,17.3
7/16/2026 8:00,101,7.7,21.6,17.3
7/16/2026 9:00,107.4,7.8,21,17.6
7/16/2026 10:00,112.6,7.8,21.6,17.5
7/16/2026 11:00,114.5,7.8,21.8,17.4
7/16/2026 12:00,115,7.8,21.8,17.4
7/16/2026 13:00,118.7,7.8,21.8,17.4
7/16/2026 14:00,117,7.8,21.9,17.3
